gene.name	A549_0_1	A549_0_2	A549_0_3	A549_25_1	A549_25_2	A549_25_3	
ENSG00000263171.1	0	0	0	2	1	0	
ENSG00000182896.12	0	0	0	0	0	0	
ENSG00000174292.12	49	52	33	61	61	60	
ENSG00000187838.16	0	0	0	0	0	0	
ENSG00000262481.5	0	0	0	0	0	0	
ENSG00000205544.3	0	0	0	0	0	0	
ENSG00000169992.9	542	586	346	567	526	323	
ENSG00000262880.1	0	0	0	0	0	0	
ENSG00000181323.7	0	0	0	0	0	0	
ENSG00000184560.7	0	0	0	1	0	0	
ENSG00000283439.2	0	0	0	0	0	0	
ENSG00000181284.2	35	39	22	19	39	23	
ENSG00000262624.1	0	0	0	0	0	0	
ENSG00000161958.10	0	0	0	0	0	0	
ENSG00000263301.1	0	0	0	0	0	0	
ENSG00000272884.1	0	0	0	0	0	0	
ENSG00000170175.10	38	54	29	43	38	31	
ENSG00000174282.11	205	267	156	223	234	194	
ENSG00000259224.2	0	0	0	0	0	0	
ENSG00000181222.15	5232	5733	5781	6229	6083	5323	
ENSG00000201489.1	0	0	0	0	0	0	
ENSG00000239697.10	169	198	177	170	166	158	
ENSG00000248871.1	0	0	0	0	0	0	
ENSG00000276384.1	11	17	9	19	11	11	
ENSG00000161955.16	20	16	10	11	5	9	
ENSG00000161956.12	1381	1577	1192	1540	1419	1487	
ENSG00000277957.1	25	22	34	36	40	37	
ENSG00000161960.14	975	1054	902	1052	886	784	
ENSG00000264772.6	1	2	0	0	2	1	
ENSG00000209582.1	0	0	0	0	0	0	
ENSG00000238917.1	0	0	0	0	0	0	
ENSG00000277985.1	0	0	0	0	0	0	
ENSG00000129226.13	2	1	1	2	1	0	
ENSG00000233223.2	486	600	451	524	514	414	
ENSG00000129255.15	4632	5366	4610	4605	4781	4717	
ENSG00000129194.7	20	15	16	16	14	9	
ENSG00000129245.11	3966	4668	3782	3998	4248	3862	
ENSG00000129214.14	24	25	19	30	30	22	
ENSG00000141504.11	2013	2403	1664	1994	2231	1527	
ENSG00000129244.8	7	14	13	15	13	3	
ENSG00000141510.17	6026	6209	5105	7199	6065	5254	
ENSG00000141499.16	2169	2427	2181	2382	2347	2084	
ENSG00000108947.4	233	228	119	286	185	134	
ENSG00000183914.14	9	9	3	11	6	2	
ENSG00000240480.1	0	1	0	0	0	0	
ENSG00000132510.10	1501	1411	1269	1717	1297	1344	
ENSG00000167874.6	14	8	26	16	14	9	
ENSG00000183011.13	3896	4589	3998	4442	4576	3992	
ENSG00000182224.11	513	575	497	579	496	455	
ENSG00000280046.1	101	108	113	104	89	90	
ENSG00000170004.16	22250	24175	17293	25897	22638	17561	
ENSG00000252835.1	23	15	17	25	16	25	
ENSG00000179859.9	173	216	132	200	219	177	
ENSG00000170049.9	263	216	256	357	243	242	
ENSG00000262730.1	0	0	0	0	0	0	
ENSG00000170043.11	6835	7430	6451	7150	6980	5909	
ENSG00000170037.13	3768	3955	3537	4397	4099	3627	
ENSG00000262492.1	2	0	2	2	0	1	
ENSG00000132518.6	10	8	2	11	5	2	
ENSG00000279174.1	0	0	0	0	0	0	
ENSG00000179593.15	0	0	0	1	0	0	
ENSG00000263427.1	0	0	0	0	0	0	
ENSG00000275011.1	0	0	0	0	0	0	
ENSG00000179477.10	50	30	36	52	37	36	
ENSG00000214999.3	218	220	189	196	218	198	
ENSG00000264005.1	0	0	0	0	0	0	
ENSG00000179148.9	50	39	71	26	47	68	
ENSG00000179111.8	110	104	74	66	84	74	
ENSG00000179094.15	727	810	555	1486	1355	1072	
ENSG00000284117.1	0	0	0	0	0	0	
ENSG00000263620.1	0	0	0	0	0	0	
ENSG00000220205.8	1182	1101	976	1396	1131	950	
ENSG00000179029.14	507	590	607	779	696	541	
ENSG00000200463.1	0	0	0	0	0	0	
ENSG00000266824.1	5	1	1	3	2	1	
ENSG00000283160.1	0	0	0	0	0	0	
ENSG00000196544.7	575	687	396	560	538	402	
ENSG00000279152.1	2	9	2	4	4	0	
ENSG00000271002.1	2	2	3	6	1	4	
ENSG00000178999.12	4699	5390	5203	5379	5735	4846	
ENSG00000178977.3	34	29	33	42	36	35	
ENSG00000178971.14	2515	2594	2268	2349	2379	2078	
ENSG00000178921.13	7225	8261	8317	8383	8665	8115	
ENSG00000269947.1	13	15	20	13	15	14	
ENSG00000125434.10	967	979	709	1065	1064	734	
ENSG00000108961.13	1532	1709	1403	1513	1588	1346	
ENSG00000271029.1	0	0	0	0	0	0	
ENSG00000198844.11	1	0	0	0	0	0	
ENSG00000226871.1	0	0	0	0	0	0	
ENSG00000212206.1	0	1	0	0	0	0	
ENSG00000266279.1	0	0	0	0	0	0	
ENSG00000184650.10	0	0	0	0	0	0	
ENSG00000184619.5	45	59	37	51	48	47	
ENSG00000265749.5	5	2	2	3	0	1	
ENSG00000263809.1	0	0	0	0	0	0	
ENSG00000161970.14	3566	3280	2951	3526	3579	3395	
ENSG00000189051.5	0	2	1	0	0	1	
ENSG00000166579.15	3522	3811	3396	3671	3585	3353	
ENSG00000133026.12	6911	8109	7086	8816	8222	6313	
ENSG00000252363.1	0	0	0	0	0	0	
ENSG00000270606.1	0	0	1	0	0	0	
ENSG00000244604.1	1	0	0	1	0	1	
ENSG00000161973.10	0	1	1	1	0	0	
ENSG00000183318.11	0	0	0	0	0	0	
ENSG00000185156.5	0	0	0	0	0	0	
ENSG00000276231.4	0	2	1	1	0	0	
ENSG00000141506.13	0	0	0	1	4	0	
ENSG00000266389.1	0	0	0	0	0	0	
ENSG00000265975.1	0	0	0	0	0	0	
ENSG00000065320.8	40	30	48	58	27	52	
ENSG00000262966.2	1	0	1	0	0	0	
ENSG00000273816.1	5	4	3	6	3	2	
ENSG00000170310.14	1708	1791	1626	1871	1757	1453	
ENSG00000263708.2	0	0	0	0	0	0	
ENSG00000225751.2	0	0	0	0	0	0	
ENSG00000262815.1	0	0	0	0	0	0	
ENSG00000263051.1	0	0	0	0	0	0	
ENSG00000271851.1	58	65	66	59	63	60	
ENSG00000166596.14	10	5	6	9	12	8	
ENSG00000241654.1	0	0	0	0	0	0	
ENSG00000265349.1	30	14	32	39	38	33	
ENSG00000154914.16	660	613	510	665	586	489	
ENSG00000262296.1	0	0	0	0	0	1	
ENSG00000282882.1	6	3	4	3	5	6	
ENSG00000184544.11	0	1	0	0	0	1	
ENSG00000278944.1	0	0	0	0	0	0	
ENSG00000214978.7	2	3	0	2	1	0	
ENSG00000283025.1	5	5	1	1	0	0	
ENSG00000065325.12	2583	2421	1836	2181	1977	1711	
ENSG00000265593.1	0	0	0	0	1	0	
ENSG00000109047.7	0	1	3	2	2	0	
ENSG00000007237.18	162	114	91	161	142	105	
ENSG00000242692.1	13	7	3	14	4	7	
ENSG00000273388.1	0	0	0	0	0	0	
ENSG00000006788.13	0	0	0	0	0	0	
ENSG00000264067.1	0	0	0	0	0	0	
ENSG00000272736.5	0	0	0	0	0	0	
ENSG00000272975.1	1	0	0	0	0	0	
ENSG00000133020.4	0	0	0	0	0	0	
ENSG00000264424.1	0	0	0	0	0	1	
ENSG00000109061.9	0	0	0	0	0	0	
ENSG00000125414.18	0	0	0	0	0	0	
ENSG00000214970.8	0	0	1	0	0	0	
ENSG00000109063.14	284	263	263	306	263	272	
ENSG00000261433.1	3	6	2	2	2	1	
ENSG00000133028.11	5852	6703	6685	7019	6702	6307	
ENSG00000263388.1	2	1	0	5	2	1	
ENSG00000170222.11	330	394	357	408	408	357	
ENSG00000187824.8	259	233	187	250	262	207	
ENSG00000264176.1	7	3	4	4	7	1	
ENSG00000263400.7	8	15	13	19	6	4	
ENSG00000285220.1	0	0	0	0	0	0	
ENSG00000264016.2	0	0	0	0	0	0	
ENSG00000240813.2	0	0	0	0	0	0	
ENSG00000266114.1	0	0	0	0	0	0	
ENSG00000284876.1	0	0	0	0	0	0	
ENSG00000263429.3	0	0	0	0	0	0	
ENSG00000279542.1	0	0	0	0	0	0	
ENSG00000233670.6	0	0	0	0	0	0	
ENSG00000263508.6	0	0	0	1	0	0	
ENSG00000207242.1	0	0	0	0	0	0	
ENSG00000244753.2	0	0	0	1	0	0	
ENSG00000243346.3	0	0	0	0	0	0	
ENSG00000285541.1	0	0	0	0	0	0	
ENSG00000188803.14	0	0	0	0	0	0	
ENSG00000264727.1	0	0	0	0	0	0	
ENSG00000007174.17	1	3	1	3	0	2	
ENSG00000263684.1	0	0	0	0	0	0	
ENSG00000266368.1	2	0	1	2	0	0	
ENSG00000154957.13	520	528	453	553	513	409	
ENSG00000241185.2	0	0	1	0	1	1	
ENSG00000065559.14	3617	4187	4048	3724	4001	3470	
ENSG00000252707.1	0	0	0	0	0	0	
ENSG00000266297.1	1	2	2	1	2	0	
ENSG00000263648.1	0	1	1	0	5	1	
ENSG00000265400.1	0	1	0	0	0	0	
ENSG00000179136.6	1	0	0	0	0	0	
ENSG00000141052.17	2698	2642	1630	3070	1968	1698	
ENSG00000227274.1	0	0	0	0	0	0	
ENSG00000265489.1	1	0	1	2	6	1	
ENSG00000006740.16	708	791	627	782	746	653	
ENSG00000265503.1	0	0	0	0	0	0	
ENSG00000280168.1	0	0	0	0	0	0	
ENSG00000277621.1	0	0	0	0	0	0	
ENSG00000263707.1	3	1	2	5	2	1	
ENSG00000006744.18	9637	10709	9970	9921	10467	9765	
ENSG00000273098.2	0	0	0	0	0	0	
ENSG00000234634.2	0	0	0	0	0	0	
ENSG00000153976.2	5	7	3	5	7	4	
ENSG00000221698.1	0	0	0	0	0	0	
ENSG00000236088.9	525	618	577	590	592	475	
ENSG00000265494.1	0	0	0	0	0	0	
ENSG00000233852.1	3	3	0	0	0	1	
ENSG00000266744.1	2	6	1	2	2	1	
ENSG00000141028.6	0	0	0	0	0	0	
ENSG00000006695.10	1208	1385	1366	1274	1442	1254	
ENSG00000252305.1	0	0	0	0	1	0	
ENSG00000231595.1	50	43	46	56	52	46	
ENSG00000223510.6	0	0	0	0	0	0	
ENSG00000262786.1	0	0	0	0	0	0	
ENSG00000125430.8	19	31	36	37	32	21	
ENSG00000266709.1	7	7	4	15	17	8	
ENSG00000266378.1	0	0	0	0	0	0	
ENSG00000230647.1	0	0	1	1	0	1	
ENSG00000230897.1	198	64	51	148	75	29	
ENSG00000226130.1	0	0	0	0	0	0	
ENSG00000205325.1	0	0	0	0	0	0	
ENSG00000238212.2	0	0	0	0	0	0	
ENSG00000226156.1	0	0	0	0	0	0	
ENSG00000232058.1	0	0	0	0	0	0	
ENSG00000259944.1	0	0	0	0	0	0	
ENSG00000265163.1	0	0	0	0	0	0	
ENSG00000109099.14	2527	2829	2730	2924	2984	2641	
ENSG00000265110.1	0	0	0	0	0	0	
ENSG00000279660.1	2	3	2	3	6	5	
ENSG00000265445.1	0	0	0	0	0	0	
ENSG00000230971.1	0	0	0	0	0	0	
ENSG00000237377.2	0	0	0	0	0	0	
ENSG00000125409.12	1	5	1	3	0	1	
ENSG00000200437.1	1	0	0	0	0	0	
ENSG00000279567.1	0	0	0	0	0	0	
ENSG00000266667.1	4	1	1	1	0	0	
ENSG00000239888.3	0	0	0	0	0	0	
ENSG00000239704.10	20	13	9	18	13	10	
ENSG00000259024.6	0	0	0	0	0	0	
ENSG00000234324.1	0	0	0	1	0	0	
ENSG00000175106.16	132	145	141	173	158	149	
ENSG00000223878.1	2	0	0	1	0	0	
ENSG00000266538.1	5	4	7	4	1	3	
ENSG00000241322.10	195	145	163	208	125	154	
ENSG00000251537.4	75	55	66	73	40	45	
ENSG00000252129.1	0	0	1	0	0	0	
ENSG00000223544.1	1	2	3	3	0	2	
ENSG00000221926.12	5606	6334	6203	6078	6121	6418	
ENSG00000266261.1	2	3	8	13	4	7	
ENSG00000108452.1	0	0	0	0	0	0	
ENSG00000187607.15	636	798	720	853	802	694	
ENSG00000255104.8	0	0	0	0	0	0	
ENSG00000233966.1	126	137	122	96	136	112	
ENSG00000214946.14	3	1	0	0	3	1	
ENSG00000233002.2	0	0	0	0	0	0	
ENSG00000267227.1	0	0	0	0	0	0	
ENSG00000233193.1	0	0	0	0	0	0	
ENSG00000227255.1	0	0	1	0	0	0	
ENSG00000235430.1	0	0	0	0	0	0	
ENSG00000251829.1	0	0	0	0	0	0	
ENSG00000227018.1	7	10	3	13	13	9	
ENSG00000179277.9	245	264	204	230	202	174	
ENSG00000265519.1	0	2	1	1	0	0	
ENSG00000276855.1	122	162	118	133	137	108	
ENSG00000233090.1	0	0	0	1	0	0	
ENSG00000237057.2	0	0	0	0	0	0	
ENSG00000227790.7	2	0	0	1	0	0	
ENSG00000170425.3	403	406	406	404	391	375	
ENSG00000214941.7	2074	2136	1787	2246	2153	1781	
ENSG00000011295.15	3083	3088	2953	3231	3155	2527	
ENSG00000275413.1	5	7	8	5	4	2	
ENSG00000141027.20	10170	11904	11614	11257	11082	10442	
ENSG00000227782.2	5	4	9	9	11	10	
ENSG00000243686.2	0	0	0	0	0	0	
ENSG00000233979.1	0	0	0	0	0	0	
ENSG00000252383.1	0	0	0	0	0	0	
ENSG00000199674.1	0	0	0	0	0	0	
ENSG00000239221.3	0	0	0	0	0	0	
ENSG00000108474.16	865	892	794	925	895	708	
ENSG00000221355.1	0	0	1	0	0	0	
ENSG00000166582.9	3817	4347	3712	3786	4162	3611	
ENSG00000170315.13	50302	55366	50083	54666	54053	49612	
ENSG00000265401.1	85	82	56	146	65	46	
ENSG00000265095.1	17	11	16	7	14	9	
ENSG00000264739.1	0	0	0	1	0	0	
ENSG00000187688.14	18	20	20	21	20	7	
ENSG00000239203.1	0	0	0	0	0	0	
ENSG00000175061.17	21227	23438	20877	24520	21934	20072	
ENSG00000277108.1	0	0	0	0	0	0	
ENSG00000277370.1	0	0	0	0	0	0	
ENSG00000266651.1	2	0	0	4	0	0	
ENSG00000277512.1	0	0	0	0	0	0	
ENSG00000181350.11	99	98	67	106	95	85	
ENSG00000141040.14	700	756	653	726	699	591	
ENSG00000266803.1	1	5	4	5	6	2	
ENSG00000235554.1	9	1	7	9	5	4	
ENSG00000197566.9	356	429	361	433	392	313	
ENSG00000264765.1	0	0	0	0	0	0	
ENSG00000264359.1	3	0	2	1	4	1	
ENSG00000231458.2	3	2	0	3	0	1	
ENSG00000170160.17	192	209	240	305	186	235	
ENSG00000266302.6	52	64	50	72	54	52	
ENSG00000252446.1	0	0	1	0	0	0	
ENSG00000276088.1	0	0	0	0	2	1	
ENSG00000226478.3	5	5	11	11	8	4	
ENSG00000188933.15	78	123	122	152	94	109	
ENSG00000266129.1	0	0	0	2	0	0	
ENSG00000272815.1	0	0	0	0	0	0	
ENSG00000264673.1	0	0	0	0	0	0	
ENSG00000264729.1	0	0	0	0	0	0	
ENSG00000264892.1	0	0	0	0	0	0	
ENSG00000226145.7	2	3	0	1	1	0	
ENSG00000227300.12	0	0	0	2	4	0	
ENSG00000131885.17	0	0	0	0	0	1	
ENSG00000205312.8	4	2	1	3	2	1	
ENSG00000229749.1	0	0	0	0	0	0	
ENSG00000283033.1	0	0	2	3	0	0	
ENSG00000265853.1	0	0	0	0	0	0	
ENSG00000128438.10	0	0	0	0	0	0	
ENSG00000240505.8	0	0	1	0	0	0	
ENSG00000230709.1	0	0	0	1	0	1	
ENSG00000230969.2	0	0	0	0	0	2	
ENSG00000260328.1	41	50	60	54	60	52	
ENSG00000133030.20	21293	28431	27593	25369	26298	26820	
ENSG00000225442.2	0	0	0	0	0	0	
ENSG00000263624.1	2	0	0	0	0	0	
ENSG00000206859.1	1	2	1	0	0	1	
ENSG00000243370.3	5	4	6	7	2	4	
ENSG00000278864.1	324	439	547	459	389	489	
ENSG00000179598.5	376	465	470	448	489	484	
ENSG00000264187.1	22	26	26	26	22	32	
ENSG00000154803.12	1438	1829	1255	1672	1821	1287	
ENSG00000266498.1	0	6	1	1	2	4	
ENSG00000226359.1	16	12	16	8	14	13	
ENSG00000141030.12	7132	8187	8246	7746	8086	7474	
ENSG00000205309.13	345	356	236	413	407	281	
ENSG00000215030.5	275	122	113	337	108	87	
ENSG00000227158.1	0	0	0	0	0	0	
ENSG00000230865.1	5	0	4	7	3	4	
ENSG00000201741.1	0	0	0	0	0	0	
ENSG00000141026.5	1379	1527	1306	1457	1458	1275	
ENSG00000108551.4	49	62	48	84	86	69	
ENSG00000133027.17	1509	1747	1353	1753	1529	1327	
ENSG00000265511.1	0	0	1	0	0	0	
ENSG00000206730.1	0	0	0	0	0	0	
ENSG00000264666.1	19	18	12	16	7	13	
ENSG00000279200.1	2	0	1	0	0	0	
ENSG00000223979.2	11	19	9	25	17	5	
ENSG00000273948.1	0	0	0	1	0	0	
ENSG00000274836.1	0	0	0	0	0	0	
ENSG00000108557.18	5174	5851	4348	6044	5497	4567	
ENSG00000237328.1	0	0	0	0	0	0	
ENSG00000226746.2	0	1	0	0	1	0	
ENSG00000264167.1	1	0	0	0	0	0	
ENSG00000072310.16	12360	13334	6459	13779	13192	6575	
ENSG00000274111.1	0	0	0	0	0	0	
ENSG00000207839.1	7	2	0	6	2	2	
ENSG00000175662.17	2966	3094	2444	2853	2618	2464	
ENSG00000197815.4	0	0	0	0	0	0	
ENSG00000171962.17	205	230	199	252	242	162	
ENSG00000171953.15	815	913	722	931	876	723	
ENSG00000230273.1	0	0	0	0	0	0	
ENSG00000232344.2	2	2	0	2	0	0	
ENSG00000280198.1	30	30	22	35	28	25	
ENSG00000141034.9	1690	1946	1513	1833	1923	1488	
ENSG00000108591.9	3314	3459	3231	3698	3501	3216	
ENSG00000279428.1	0	0	1	1	2	0	
ENSG00000091536.17	30	24	16	21	16	15	
ENSG00000266677.1	10	7	4	3	5	4	
ENSG00000091542.8	5531	6588	5410	5704	6038	5418	
ENSG00000131899.10	2285	2635	1966	2530	2337	1895	
ENSG00000177731.15	9781	10822	9210	9625	10395	8931	
ENSG00000177427.12	76	71	79	53	90	56	
ENSG00000260647.1	0	0	0	0	0	0	
ENSG00000177302.14	847	929	886	977	934	855	
ENSG00000228000.1	0	0	0	0	0	0	
ENSG00000237382.2	0	0	0	0	0	0	
ENSG00000176994.10	26	24	16	27	34	20	
ENSG00000176974.19	1690	1916	1623	1871	2020	1483	
ENSG00000283772.1	0	0	0	0	0	0	
ENSG00000214860.4	1	0	0	1	1	1	
ENSG00000264177.1	0	0	0	0	0	0	
ENSG00000267441.1	0	0	0	0	0	0	
ENSG00000275206.1	0	0	0	0	0	0	
ENSG00000204471.3	0	0	0	0	0	0	
ENSG00000220161.4	5	3	4	2	3	2	
ENSG00000205266.10	0	1	0	0	0	2	
ENSG00000266162.1	0	0	0	0	0	0	
ENSG00000186831.11	0	0	0	0	0	0	
ENSG00000214856.11	0	0	0	0	0	0	
ENSG00000229526.2	0	0	0	0	0	0	
ENSG00000227919.1	0	0	0	0	0	0	
ENSG00000267492.1	0	0	0	0	0	0	
ENSG00000230662.1	0	0	0	0	0	0	
ENSG00000171916.16	1	0	0	0	1	0	
ENSG00000167494.9	0	0	0	0	0	0	
ENSG00000273018.6	31	25	32	32	20	19	
ENSG00000233327.10	2	2	3	6	2	2	
ENSG00000227689.1	0	0	0	0	0	0	
ENSG00000154874.15	100	76	107	129	98	103	
ENSG00000227077.3	14	13	3	3	6	6	
ENSG00000276532.1	0	0	0	0	0	0	
ENSG00000189375.10	0	0	1	0	0	0	
ENSG00000262262.1	0	0	0	0	0	0	
ENSG00000174977.8	228	254	196	233	225	193	
ENSG00000249459.8	255	254	259	278	227	216	
ENSG00000264885.1	203	245	247	263	201	224	
ENSG00000240445.3	122	157	168	159	157	147	
ENSG00000224126.2	19	13	12	16	7	9	
ENSG00000108448.21	11662	13292	11988	12773	12605	11089	
ENSG00000265693.1	0	0	0	0	0	0	
ENSG00000171931.12	411	352	299	381	345	270	
ENSG00000171928.13	2753	3287	3169	2726	2984	2978	
ENSG00000265478.2	15	8	13	8	9	12	
ENSG00000250111.3	0	0	0	1	0	0	
ENSG00000141127.14	2979	3215	3162	3228	3135	3003	
ENSG00000274747.1	0	0	0	0	0	0	
ENSG00000264273.1	1	0	0	0	0	0	
ENSG00000235672.1	6	13	9	7	11	5	
ENSG00000212618.1	0	0	0	0	0	0	
ENSG00000154025.15	36	23	13	33	23	16	
ENSG00000196893.3	0	0	0	0	0	0	
ENSG00000188522.14	3733	4646	3902	3957	4069	4002	
ENSG00000263045.1	1	1	1	0	0	0	
ENSG00000154016.13	18	15	22	15	20	20	
ENSG00000279825.1	0	1	1	0	1	0	
ENSG00000265185.5	1	7	14	7	9	11	
ENSG00000262074.6	0	0	1	1	0	0	
ENSG00000230197.6	0	1	0	0	0	0	
ENSG00000265746.1	0	0	0	0	0	0	
ENSG00000263394.1	0	0	0	0	0	0	
ENSG00000228157.4	8	5	5	5	4	4	
ENSG00000262202.4	6	7	4	2	8	8	
ENSG00000277947.1	0	0	0	0	0	0	
ENSG00000281000.1	0	0	0	0	0	0	
ENSG00000189152.10	0	0	2	1	0	0	
ENSG00000262319.1	7	5	6	5	8	10	
ENSG00000266664.1	0	0	0	0	0	0	
ENSG00000197665.7	0	0	0	0	1	0	
ENSG00000262292.2	0	0	0	0	0	0	
ENSG00000266311.6	0	0	0	0	0	0	
ENSG00000261987.2	0	0	0	0	0	0	
ENSG00000263934.4	157	95	74	160	104	80	
ENSG00000264940.4	0	1	0	0	0	0	
ENSG00000236022.6	0	0	2	1	2	1	
ENSG00000263206.1	0	0	0	0	0	0	
ENSG00000072134.15	3516	4125	3443	4144	3862	3479	
ENSG00000281856.1	0	0	0	0	0	0	
ENSG00000235397.1	0	0	0	0	0	0	
ENSG00000265263.1	71	62	55	88	59	61	
ENSG00000108641.15	1763	1592	1407	1814	1613	1378	
ENSG00000221540.1	6	2	5	6	2	1	
ENSG00000166484.19	1692	1852	1424	1704	1605	1263	
ENSG00000166482.11	7	10	3	10	10	1	
ENSG00000128482.15	120	97	41	80	82	49	
ENSG00000265126.1	0	0	0	0	0	0	
ENSG00000235979.8	0	0	0	0	0	0	
ENSG00000227078.1	3	3	0	3	1	1	
ENSG00000283675.1	0	0	0	0	0	0	
ENSG00000189343.7	208	157	175	265	157	148	
ENSG00000231477.2	0	0	0	0	0	0	
ENSG00000142494.13	2405	2792	2213	2676	2704	2224	
ENSG00000228331.2	1	0	0	0	0	0	
ENSG00000266079.4	1	2	4	2	5	3	
ENSG00000262769.1	19	16	13	11	16	8	
ENSG00000228983.9	2	5	6	1	6	4	
ENSG00000263107.1	0	2	0	1	0	1	
ENSG00000266179.2	0	0	1	0	0	0	
ENSG00000271900.1	0	0	0	0	0	0	
ENSG00000227225.1	0	0	0	0	0	0	
ENSG00000242752.3	0	0	0	0	0	0	
ENSG00000228725.3	0	0	0	0	0	0	
ENSG00000224254.2	0	0	0	0	0	0	
ENSG00000231625.4	3	5	2	6	7	10	
ENSG00000072210.18	15568	18034	16779	17502	17355	15770	
ENSG00000264932.3	0	0	0	1	0	0	
ENSG00000275982.1	0	0	0	0	0	0	
ENSG00000252349.1	0	4	1	3	1	2	
ENSG00000180638.17	20	22	19	9	17	24	
ENSG00000262681.2	7	1	2	6	8	4	
ENSG00000264785.1	19	11	9	28	14	7	
ENSG00000108602.17	45781	57923	59096	45172	61624	57840	
ENSG00000230607.3	5	6	1	1	1	1	
ENSG00000083290.19	2060	2185	1755	2268	2021	1680	
ENSG00000231096.1	0	0	0	0	0	0	
ENSG00000279251.1	0	0	0	0	0	0	
ENSG00000276406.1	4	0	0	1	1	1	
ENSG00000270091.1	29	26	25	34	28	25	
ENSG00000108599.14	2864	3185	2797	2841	3064	2542	
ENSG00000266126.1	5	1	4	3	4	3	
ENSG00000261033.1	38	37	37	30	42	43	
ENSG00000128487.16	6635	7140	5544	6808	6310	5276	
ENSG00000225681.2	1	0	0	0	0	1	
ENSG00000225014.1	2	4	2	2	0	1	
ENSG00000212186.1	0	0	0	0	0	0	
ENSG00000263494.1	0	0	0	0	1	0	
ENSG00000252971.1	1	0	1	0	0	0	
ENSG00000154898.15	49	41	35	58	39	34	
ENSG00000276577.1	0	0	0	0	0	0	
ENSG00000266839.3	0	0	0	0	0	0	
ENSG00000278701.1	0	0	0	0	0	0	
ENSG00000214832.5	19	19	15	23	17	9	
ENSG00000189423.12	83	96	86	118	62	71	
ENSG00000237911.2	0	0	0	0	0	0	
ENSG00000265556.1	0	0	0	0	0	0	
ENSG00000230528.7	2	3	1	2	1	2	
ENSG00000170298.15	0	0	0	1	0	1	
ENSG00000229586.2	6	2	0	3	0	0	
ENSG00000263976.1	0	0	0	0	0	0	
ENSG00000230088.1	0	0	0	0	0	0	
ENSG00000214822.8	0	0	0	0	0	0	
ENSG00000266925.1	0	0	0	0	0	0	
ENSG00000231645.2	0	0	0	0	0	0	
ENSG00000205215.8	0	0	0	1	0	0	
ENSG00000266042.1	0	0	0	0	0	0	
ENSG00000260907.1	16	22	23	25	23	13	
ENSG00000265916.1	12	17	13	12	18	5	
ENSG00000264981.1	0	0	0	0	0	0	
ENSG00000235203.2	0	0	0	0	0	0	
ENSG00000267075.1	0	0	0	0	0	0	
ENSG00000230339.2	0	0	0	0	0	0	
ENSG00000263946.1	0	1	0	0	0	0	
ENSG00000235323.2	0	0	0	0	0	0	
ENSG00000264422.1	0	0	0	0	0	0	
ENSG00000214819.1	0	0	0	0	0	0	
ENSG00000231258.2	0	0	0	0	0	0	
ENSG00000188013.6	51	50	40	71	52	38	
ENSG00000232889.2	0	0	0	0	0	0	
ENSG00000226096.1	0	0	0	0	0	0	
ENSG00000235546.2	2	0	1	1	0	0	
ENSG00000227685.1	0	0	0	0	0	0	
ENSG00000266364.1	0	0	0	0	0	0	
ENSG00000236504.2	0	0	0	0	0	0	
ENSG00000264874.1	0	0	0	0	0	0	
ENSG00000226521.7	1	1	0	2	1	0	
ENSG00000187870.7	1	4	1	2	2	3	
ENSG00000218454.2	1	0	1	0	1	0	
ENSG00000213671.3	2	0	1	1	0	1	
ENSG00000226549.3	28	13	5	28	8	5	
ENSG00000264215.1	1	2	1	2	2	1	
ENSG00000264662.1	0	0	0	0	0	0	
ENSG00000226981.2	2	0	1	0	1	0	
ENSG00000205212.4	2	0	1	1	0	1	
ENSG00000266369.1	0	0	0	0	0	0	
ENSG00000233098.8	19	20	10	26	5	14	
ENSG00000252483.1	0	0	0	0	0	0	
ENSG00000265790.1	0	0	1	1	1	0	
ENSG00000265099.1	0	0	0	0	0	0	
ENSG00000244456.2	0	0	0	0	0	0	
ENSG00000264660.2	0	0	0	0	0	0	
ENSG00000266009.1	0	0	0	0	0	0	
ENSG00000263729.1	0	0	0	0	0	0	
ENSG00000124422.11	26384	27362	25312	28586	27014	24416	
ENSG00000263986.1	5	6	2	15	5	1	
ENSG00000236819.1	0	0	0	0	0	0	
ENSG00000109016.17	804	768	721	744	759	757	
ENSG00000178307.9	2699	2929	2904	2724	2998	2758	
ENSG00000235530.6	60	51	59	43	48	50	
ENSG00000263815.2	0	0	0	0	0	0	
ENSG00000274180.1	262	348	201	302	319	202	
ENSG00000266563.1	0	0	1	0	0	0	
ENSG00000034152.18	2739	3175	3480	2551	3053	3632	
ENSG00000184185.9	79	92	100	91	115	81	
ENSG00000212719.11	2682	3199	2677	2836	2818	2713	
ENSG00000265881.1	0	0	0	0	0	0	
ENSG00000265043.1	0	0	0	0	0	0	
ENSG00000264023.1	0	0	0	0	0	0	
ENSG00000244582.2	11	5	4	7	2	2	
ENSG00000265265.1	0	0	0	0	0	0	
ENSG00000266466.1	1	0	0	1	0	0	
ENSG00000266673.1	0	0	0	0	0	0	
ENSG00000266050.3	0	0	0	0	0	0	
ENSG00000264245.1	0	0	0	0	0	0	
ENSG00000263375.1	0	0	0	0	0	0	
ENSG00000260157.3	0	0	0	1	0	0	
ENSG00000264617.1	0	0	0	0	0	0	
ENSG00000274748.1	0	0	0	0	0	0	
ENSG00000260458.3	1	1	0	0	0	0	
